UserId,TotalCompetitions,TotalSubmissions,UserPoints,UserPointsMultiplier
218248,1,3,3114.145882,0
218249,1,10,583.1860157,583.1860157
218250,1,4,247.507149,247.507149
218255,1,10,514.5103329,514.5103329
218256,2,8,509.076226,509.076226
218258,1,8,222.4177259,222.4177259
218263,1,26,240.4015647,0
218265,1,10,574.8665612,574.8665612
218273,1,4,319.6521042,0
218274,1,10,636.585343,636.585343
218282,1,9,567.6118015,567.6118015
218288,1,10,539.8946729,539.8946729
218293,1,8,879.3699435,879.3699435
218296,1,4,572.4243591,572.4243591
218297,1,1,159.5218578,0
218299,1,3,2542.682822,0
218300,1,4,709.0279193,709.0279193
218301,1,14,737.0381381,737.0381381
218308,1,24,820.8148062,0
218319,1,7,562.7974794,562.7974794
218331,1,10,170.4153882,0
218332,1,5,243.6985403,0
218334,1,1,266.8507159,0
218335,2,2,680.582739,680.582739
218349,1,5,330.5081922,0
218370,1,6,286.1478042,286.1478042
218382,2,3,655.0375591,655.0375591
218387,1,17,1180.596265,0
218409,6,140,4550.932222,4550.932222
218414,1,8,169.063784,169.063784
218421,2,36,2952.823103,2952.823103
218453,11,213,23522.20843,16332.2172
218463,2,7,2403.435213,2403.435213
218464,1,7,501.4804772,0
218465,1,1,350.6901337,350.6901337
218478,1,39,1043.952397,1043.952397
218484,1,6,553.2571102,553.2571102
218487,1,3,728.9145016,728.9145016
218493,1,17,157.0363594,0
218499,6,226,3174.855282,2898.988666
218511,5,28,1797.247738,1589.22394
218520,1,3,263.6545724,263.6545724
218521,1,5,493.1392646,0
218525,1,21,194.8983307,0
218532,1,85,1446.386861,1446.386861
218537,1,2,902.6790335,902.6790335
218570,1,97,2640.024591,2640.024591
218588,1,16,569.1826906,569.1826906
218602,1,2,426.7641815,426.7641815
218605,1,4,279.8731162,279.8731162
218608,1,36,331.6414935,0
218612,1,5,159.7984883,159.7984883
218619,4,105,2479.93498,2479.93498
218629,1,12,276.9843618,0
218646,1,3,532.0368889,0
218654,1,2,203.007582,203.007582
218672,1,6,305.100361,305.100361
218674,1,25,249.0020525,249.0020525
218695,1,2,159.4534482,159.4534482
218699,2,9,539.3643923,539.3643923
218732,2,45,1178.347521,1178.347521
218740,1,21,275.1330672,275.1330672
218747,1,9,200.1551249,0
218755,6,124,10065.67794,10065.67794
218756,3,12,2376.646966,2376.646966
218766,1,594,9399.235275,9399.235275
218769,3,43,1235.671324,1235.671324
218773,1,4,384.1670437,384.1670437
218802,1,14,642.9266414,642.9266414
218803,1,11,13218.25463,0
218812,1,2,507.3544219,507.3544219
218817,1,2,507.3544219,507.3544219
218836,1,6,159.8732707,0
218848,2,21,3935.588287,366.4316333
218854,1,26,220.9218042,220.9218042
218867,4,40,3151.071513,3151.071513
218873,1,2,207.3923258,0
218877,1,6,622.4257795,622.4257795
218879,2,7,526.3467837,526.3467837
218881,1,5,904.112682,0
218886,6,177,18402.45924,2343.045666
218917,8,165,3471.311719,2636.085704
218919,1,11,518.9375039,518.9375039
218932,2,19,652.0600151,652.0600151
218944,2,5,945.425459,471.9992475
218948,1,10,251.59246,251.59246
218953,1,16,685.1672562,0
218954,1,5,187.1909182,0
218959,1,15,915.8610015,915.8610015
218960,1,25,7086.592491,7086.592491
218974,18,235,24528.27092,24528.27092
218980,1,12,701.1602122,0
218982,1,1,199.8251082,0
218986,2,92,2693.640294,2693.640294
219012,1,1,194.6501052,0
219013,1,2,566.6447575,566.6447575
219023,1,6,723.7367751,723.7367751
219039,3,23,1489.29107,1489.29107
219042,3,34,2143.198681,1753.676184
219043,1,11,262.9491879,262.9491879
219084,1,6,219.8069295,219.8069295
219099,3,19,2105.722899,2105.722899
219105,1,2,517.5164056,517.5164056
219107,20,2255,43045.61217,43045.61217
219109,2,31,558.3174408,558.3174408
219110,1,10,222.7505865,222.7505865
219128,1,11,1674.842588,837.4212939
219132,1,16,614.1683825,614.1683825
219138,1,26,443.1251774,443.1251774
219157,1,1,776.5448222,776.5448222
219159,1,12,636.0904499,636.0904499
219166,2,5,709.2130768,709.2130768
219167,2,10,1729.895683,1041.764173
219206,4,188,8528.893708,8528.893708
219211,1,4,641.1242642,641.1242642
219216,1,5,631.6088992,0
219217,1,6,1295.667205,1295.667205
219220,7,216,5270.078994,4613.78766
219229,2,10,567.6810949,567.6810949
219241,2,23,729.9185563,729.9185563
219243,1,52,1350.989652,0
219259,1,7,508.5902251,508.5902251
219276,1,10,372.6755204,0
219279,1,12,246.0272211,0
219296,1,30,2088.276944,0
219298,1,35,408.5302699,408.5302699
219300,1,10,283.2768018,283.2768018
219303,1,3,203.9400815,203.9400815
219304,2,16,1019.233688,191.0377901
219311,1,6,279.8052717,0
219338,1,1,243.7942059,243.7942059
219340,1,15,156.9613122,0
219357,1,3,288.3663979,0
219368,4,97,3977.546443,3977.546443
219387,1,5,157.4506208,0
219394,5,242,4497.723754,4497.723754
219396,1,1,250.9643502,0
219398,2,7,724.4096981,724.4096981
219405,11,74,9925.391248,5695.602121
219411,1,14,258.2714764,0
219412,1,13,497.6211256,497.6211256
219419,6,50,3040.885596,2783.061337
219420,3,92,1948.736908,215.7486732
219425,1,44,352.8588571,352.8588571
219446,1,14,181.5788524,181.5788524
219448,3,28,2087.801777,0
219464,1,11,192.7510681,0
219468,1,2,249.1976811,0
219474,1,6,314.1626593,314.1626593
219475,1,3,163.2424973,0
219477,5,9,2095.373854,2095.373854
219479,6,182,4340.957106,4340.957106
219484,1,4,592.4946539,592.4946539
219491,1,3,469.803698,0
219493,1,1,1150.829605,1150.829605
219501,1,8,158.134034,0
219509,1,3,240.7546038,240.7546038
219512,1,1,575.6597876,0
219538,2,128,859.8774191,859.8774191
219554,20,526,18897.63638,17818.56405
219560,1,1,389.0130469,389.0130469
219565,3,45,7852.861319,7290.511301
219583,1,41,160.2950294,160.2950294
219586,1,1,323.4634029,0
219591,2,14,3207.887469,0
219596,1,2,192.8167944,192.8167944
219606,9,168,5629.409273,5629.409273
219623,2,17,825.1312864,825.1312864
219635,1,10,192.7718155,192.7718155
219637,1,3,199.3403958,199.3403958
219646,2,28,2995.005418,2995.005418
219661,2,9,483.9199503,483.9199503
219666,1,16,288.9952868,0
219681,2,15,543.7770517,318.8552742
219692,1,16,166.8686614,0
219712,1,3,585.4231438,585.4231438
219734,1,1,234.3004306,234.3004306
219739,4,269,4104.211723,4104.211723
219747,4,45,2903.117333,1674.289392
219751,2,31,581.6935708,581.6935708
219761,1,31,2424.390603,2424.390603
219764,1,5,718.2193376,718.2193376
219772,1,20,2403.869064,2403.869064
219777,1,35,1978.255938,1978.255938
219779,1,1,1026.120294,1026.120294
219790,2,37,735.7078154,735.7078154
219792,2,4,738.5430208,738.5430208
219801,1,1,603.1906931,0
219807,1,34,2999.597538,0
219821,1,2,269.2676843,0
219830,9,102,2564.884199,2564.884199
219834,5,52,2657.531526,2657.531526
219845,1,5,419.2504618,0
219850,2,23,1781.038213,1011.418238
219853,1,9,339.6448708,339.6448708
219862,2,24,997.8570301,997.8570301
219868,1,3,162.2225266,0
219869,1,7,509.2287924,0
219870,3,7,1283.224327,708.9873543
219881,3,144,5610.619754,5610.619754
219892,2,2,822.9714117,255.4259628
219897,1,24,1237.694926,0
219909,2,16,952.8474968,236.3217229
219917,1,5,1234.614928,1234.614928
219923,1,22,384.8437123,384.8437123
219927,5,67,2336.343872,2336.343872
219931,1,2,166.0720999,166.0720999
219936,1,3,339.4345846,339.4345846
219940,1,16,222.2673882,0
219941,1,1,411.3375291,411.3375291
219942,1,30,459.2221296,459.2221296
219945,1,96,2559.978091,2559.978091
219947,1,4,334.9297045,334.9297045
219949,2,84,830.7062069,830.7062069
219954,1,27,840.6253881,0
219962,1,1,542.4976785,542.4976785
219964,2,4,1014.450408,276.048851
219982,2,36,546.7730908,546.7730908
219991,3,37,1707.937918,1167.798451
219993,1,5,883.8074779,883.8074779
220007,1,47,299.7258488,0
220010,2,21,1977.108033,1977.108033
220011,1,1,313.6795941,0
220022,1,1,179.0738268,179.0738268
220026,1,46,693.996069,0
220032,1,46,693.996069,0
220036,1,15,2310.716513,0
220049,3,40,3182.545514,3182.545514
220050,1,9,339.4054313,339.4054313
220061,1,6,255.591506,255.591506
220062,1,2,322.3596056,322.3596056
220077,7,147,1954.886273,1954.886273
220081,1,9,354.2488309,0
220083,1,7,340.3188814,0
220105,1,4,1613.200079,1613.200079
220123,2,69,2162.370131,0
220125,1,2,379.0110229,379.0110229
220126,1,14,175.6882307,0
220148,1,8,544.7216739,0
220154,1,9,742.822552,0
220158,1,15,315.0067381,0
220160,1,1,291.4927114,0
220162,1,3,490.8544463,0
220170,1,3,190.8947063,0
220175,3,103,1105.904257,1105.904257
220178,1,2,422.173462,0
220193,1,9,496.2353283,496.2353283
220202,2,71,864.7161061,864.7161061
220204,1,2,245.0756864,245.0756864
220212,7,346,14369.75718,14369.75718
220214,1,17,2610.697569,2610.697569
220215,1,12,232.8778441,0
220227,1,4,517.0511287,517.0511287
220230,1,3,164.2775583,0
220232,1,17,219.1931887,0
220239,1,1,492.7681631,492.7681631
220251,1,3,718.1057651,0
220262,3,133,8246.418017,6662.931979
220263,1,7,180.4701166,0
220269,2,16,607.7019026,395.3618139
220274,2,24,7786.570553,0
220280,10,47,3326.748774,2893.349771
220302,2,11,631.9237093,390.0785664
220316,1,4,2506.568787,2506.568787
220333,3,32,1460.813568,1460.813568
220334,1,10,979.5544774,979.5544774
220337,1,3,727.7592783,0
220346,1,3,241.2821599,241.2821599
220347,1,2,187.8155509,0
220362,1,7,2540.415223,2540.415223
220370,2,50,3321.801714,1343.246045
220371,2,51,1200.4452,1006.412444
220376,6,55,2018.130393,1595.86052
220377,1,14,212.0588722,212.0588722
220383,1,4,502.5326123,0
220386,1,1,1382.47627,1382.47627
220390,2,32,780.7106266,780.7106266
220392,3,144,3325.965326,3325.965326
220394,1,19,503.1336081,0
220397,2,14,782.5717753,0
220398,7,138,2340.603044,1435.678844
220399,1,9,460.8034884,460.8034884
220400,1,8,163.365901,0
220425,1,2,384.5054667,0
220427,1,8,709.3628159,709.3628159
220430,1,6,273.199217,273.199217
220442,2,41,1703.127596,736.4258801
220448,1,7,547.2127948,547.2127948
220457,1,28,2656.468365,2656.468365
220461,1,8,405.568299,0
220473,2,25,495.015373,153.6478394
220475,3,11,1916.820401,1193.458093
220479,1,3,297.1867312,297.1867312
220490,6,59,7166.21014,7166.21014
220491,1,7,407.3176373,0
220493,6,164,3553.010885,3303.280677
220513,1,1,363.2591637,363.2591637
220518,1,25,451.2118313,0
220527,1,6,170.8131184,170.8131184
220534,1,18,1343.604252,1343.604252
220549,1,32,329.6726852,0
220555,4,35,1959.165458,1959.165458
220559,1,26,224.1435507,0
220562,2,20,419.3986887,419.3986887
220567,3,104,1903.227549,1360.909646
220575,1,4,1421.725737,1421.725737
220576,3,51,3232.785858,3232.785858
220580,2,50,1466.525324,1466.525324
220582,2,28,733.7628305,217.4979126
220596,1,55,459.9169003,459.9169003
220603,1,6,620.689465,0
220610,1,5,506.5918332,506.5918332
220626,2,4,593.6865377,331.4742201
220628,8,107,15829.09977,15829.09977
220631,1,5,360.755583,0
220633,2,12,625.7127099,0
220639,2,10,829.4972756,211.3727884
220641,1,6,520.2718186,520.2718186
220643,3,45,2016.148738,1356.670659
220645,1,61,945.1586001,945.1586001
220655,1,8,190.7172673,0
220671,1,1,1106.681311,0
220676,1,11,289.5547503,289.5547503
220679,1,20,314.6858409,0
220691,4,22,1326.735276,1326.735276
220693,1,7,218.8876232,218.8876232
220698,1,2,661.5485454,661.5485454
220704,1,5,164.3610256,0
220716,1,28,220.6413279,0
220717,1,8,1289.051021,1289.051021
220743,1,8,182.2564405,0
220744,2,12,1511.510245,1511.510245
220755,1,5,443.8848552,0
220764,1,1,455.6340785,455.6340785
220772,1,1,240.3510156,0
220774,1,3,4841.528103,4841.528103
220779,1,1,159.6387951,0
220784,1,8,1073.143486,0
220793,3,87,1090.141885,1090.141885
220808,1,4,154.7844267,0
220815,2,31,419.6305016,419.6305016
220818,1,1,290.3528545,0
220836,2,13,585.1785989,585.1785989
220846,1,3,172.7700074,0
220848,1,4,275.7932108,275.7932108
220853,1,4,288.6952704,0
220856,1,1,502.2480763,0
220860,1,30,1959.91034,1959.91034
220867,1,3,162.8735876,0
220881,2,13,598.9914735,0
220884,1,3,171.0542754,0
220889,1,2,299.3926612,299.3926612
220896,3,11,1888.07536,1888.07536
220900,1,1,257.082805,257.082805
220902,3,21,4424.516324,4424.516324
220907,1,1,559.6930694,0
220912,1,7,268.7092306,0
220918,1,3,464.3773441,0
220922,4,34,1482.437338,1482.437338
220927,5,272,6412.04453,5079.203427
220931,1,4,265.6853677,0
220934,1,5,386.0034276,386.0034276
220935,1,9,311.2491676,0
220957,2,75,3064.963034,304.7663793
220961,2,2,739.3362632,739.3362632
220994,1,9,460.8034884,460.8034884
221001,1,10,443.4361089,0
221003,1,9,2600.356242,2600.356242
221011,1,3,266.3160972,266.3160972
221014,1,3,543.7778544,543.7778544
221018,1,5,1063.102764,0
221020,1,33,487.4578902,487.4578902
221023,1,35,454.7533565,0
221024,2,87,1940.09101,1940.09101
221026,1,10,258.4821954,258.4821954
221050,3,45,18027.32596,1410.575126
221057,1,3,884.2058888,884.2058888
221060,1,12,243.1764409,0
221063,1,25,335.290983,0
221068,1,5,280.1785989,280.1785989
221071,1,1,628.6415409,0
221080,10,235,4503.826708,4057.178619
221083,1,10,965.8680379,965.8680379
221089,1,62,1675.62525,1675.62525
221093,2,3,1353.059361,0
221096,1,15,179.5961642,0
221109,1,1,175.7370308,0
221112,9,635,26258.7555,26258.7555
221113,1,15,352.6646104,0
221123,1,4,298.807679,0
221125,1,4,1839.580513,0
221128,1,18,245.4934236,0
221132,1,20,712.5015522,712.5015522
221137,1,8,359.17365,359.17365
221149,2,12,884.906061,884.906061
221150,1,15,241.7283431,0
221151,1,1,431.8067971,431.8067971
221154,4,83,1522.391385,1522.391385
221156,1,10,911.26613,0
221165,1,8,1746.283834,0
221170,3,7,1226.341602,664.2978288
221175,5,284,5632.824809,5632.824809
221178,1,12,198.4527835,0
221183,6,262,5367.882304,5367.882304
221186,1,5,1374.066596,1374.066596
221194,1,1,237.3454219,237.3454219
221196,1,1,217.6253478,217.6253478
221207,1,2,685.2910663,685.2910663
221212,1,6,214.5260825,214.5260825
221237,1,2,363.2682701,0
221239,1,29,233.4762346,233.4762346
221240,1,10,230.3675975,0
221243,7,264,4026.352944,4026.352944
221244,1,5,986.4921578,986.4921578
221245,1,2,1787.131744,0
221251,1,9,194.2791468,0
221259,1,18,430.2906664,430.2906664
221260,1,9,581.4549558,0
221268,1,12,566.9274092,283.4637046
221277,1,30,369.5861019,0
221278,1,3,168.9312267,0
221284,1,51,379.5580147,379.5580147
221291,1,2,4924.340822,0
221295,3,16,618.2826649,462.7682367
221298,1,22,502.8076633,502.8076633
221299,3,22,2869.733529,2107.937709
221300,1,2,302.7843148,0
221302,20,403,13874.17673,11607.03743
221305,1,5,197.0384733,0
221307,2,20,1102.323013,0
221313,1,8,895.508099,895.508099
221325,1,20,310.0896659,310.0896659
221328,1,22,1312.933351,1312.933351
221336,17,143,14221.17858,14221.17858
221346,1,217,2681.327327,2681.327327
221351,1,36,166.6576063,166.6576063
221353,1,36,166.6576063,166.6576063
221355,1,15,475.7183909,475.7183909
221356,1,11,356.1761968,356.1761968
221360,1,23,842.3151248,0
221362,1,12,1391.227073,0
221370,12,142,14643.76454,14181.20659
221374,1,3,615.7187069,0
221380,1,4,1852.669717,0
221382,1,3,161.8186864,0
221384,1,15,212.7966797,0
221386,1,2,152.463163,152.463163
221390,6,21,3516.195578,3516.195578
221397,1,16,682.7543747,682.7543747
221402,1,24,2540.879286,0
221412,1,1,300.5769401,0
221419,9,416,58109.98198,58109.98198
221427,1,3,673.4169628,673.4169628
221428,1,2,171.1460017,0
221437,1,4,732.7006989,0
221440,5,67,21395.08231,343.2155625
221454,1,11,186.8522473,0
221462,1,24,317.9075514,317.9075514
221463,1,10,350.3699926,0
221464,2,18,8212.222499,8212.222499
221465,1,5,258.9757554,258.9757554
221491,1,2,1394.407871,1394.407871
221500,2,26,2247.612058,2247.612058
221501,6,86,15544.85737,8584.787318
221506,2,82,1143.070637,1143.070637
221531,1,49,4685.437377,0
221557,2,5,1259.810546,1259.810546
221590,1,4,1461.385523,0
221597,1,1,697.6224516,697.6224516
221599,2,29,464.9398713,464.9398713
221604,2,81,1974.910493,709.2828276
221608,1,15,1269.842207,0
221624,1,2,155.1484256,0
221627,2,54,2555.180751,2377.063506
221630,8,541,7236.755304,5368.173925
221652,1,5,205.9669446,0
221657,1,17,734.4068522,0
221658,1,6,1281.020876,0
221660,1,6,468.2471893,468.2471893
221667,1,2,286.778666,286.778666
221676,1,26,1392.573525,1392.573525
221683,1,5,374.2526219,374.2526219
221685,2,11,937.4168183,666.6179021
221686,1,2,469.7500554,0
221692,3,16,1173.645176,755.8735532
221695,1,2,141.9150607,141.9150607
221697,1,2,364.0372959,364.0372959
221701,1,1,202.1059358,202.1059358
221708,2,103,5418.736367,2709.368183
221709,4,75,13505.01032,13505.01032
221710,1,11,222.3518737,0
221711,3,17,2726.41508,409.232953
221712,2,61,943.9299899,661.3109187
221713,1,3,153.8830829,0
221715,3,31,2843.233598,2467.42514
221716,1,7,169.3777805,0
221722,3,191,2306.762933,2306.762933
221723,1,15,1497.119532,1497.119532
221729,3,29,1163.394975,1163.394975
221744,1,10,180.834545,0
221747,1,26,387.0558914,0
221765,11,62,4868.249641,4248.152776
221769,11,55,7646.085452,7646.085452
221777,1,3,467.7985647,467.7985647
221787,1,11,350.8527321,350.8527321
221804,1,5,5186.013129,5186.013129
221808,3,22,734.3557336,553.4689871
221810,2,7,1522.145181,316.7046469
221824,1,2,262.3109034,262.3109034
221833,1,19,2254.53414,0
221836,1,1,998.7677601,0
221843,1,4,288.0638779,0
221844,1,2,1302.335762,1302.335762
221853,1,1,159.9124281,0
221855,1,9,672.6584065,672.6584065
221872,1,40,281.7348113,0
221883,1,10,444.7855349,0
221889,1,6,723.2712705,723.2712705
221895,1,1,305.4667217,305.4667217
221896,1,5,157.286311,0
221901,6,171,8594.849672,8594.849672
221920,1,1,206.5161557,206.5161557
221934,1,7,622.5546549,0
221940,1,1,596.9471582,596.9471582
221961,1,3,192.6905275,0
221977,4,65,3116.65227,2452.499388
221981,1,4,5485.229692,2742.614846
221988,4,160,3823.477622,3126.801915
221995,1,3,409.4987053,0
222003,2,15,710.681976,338.965212
222004,7,114,4229.018141,4229.018141
222013,1,6,201.2197818,0
222030,1,8,381.0034253,381.0034253
222046,1,16,548.4847934,548.4847934
222064,2,5,405.9046014,405.9046014
222066,1,18,894.9297285,0
222081,1,19,154.2359995,154.2359995
222083,1,3,956.4925957,0
222095,1,4,576.7516851,576.7516851
222105,1,3,247.8050803,0
222108,1,15,382.5776045,382.5776045
222110,1,5,337.2586593,0
222112,1,3,708.517921,708.517921
223112,2,17,1222.777592,1222.777592
223117,1,22,989.2483441,0
223119,1,22,884.259052,884.259052
223136,3,113,2862.939866,2862.939866
223137,1,1,176.8186938,0
223140,1,33,285.1744561,285.1744561
223143,2,11,599.5556737,599.5556737
223155,1,9,379.1339599,0
223156,2,7,1123.545915,1123.545915
223157,3,15,3584.358798,1307.66064
223160,12,1032,12297.78719,12297.78719
223168,1,25,234.3002436,0
223182,1,12,566.9274092,283.4637046
223183,3,145,1191.353207,987.6454457
223193,1,9,2200.531273,0
223208,1,5,331.1636156,0
223218,12,358,16810.4923,16810.4923
223221,1,5,218.0067527,218.0067527
223223,1,5,218.0067527,218.0067527
223227,1,2,760.4395318,0
223233,1,4,1266.408937,1266.408937
223234,1,1,1333.314291,0
223249,3,7,782.3178558,333.7101821
223250,1,5,308.2433376,0
223254,1,6,161.8589649,0
223260,1,1,3204.922612,0
223274,1,3,203.8021637,0
223275,5,65,1890.790699,1355.185836
223286,1,12,377.5051991,377.5051991
223294,1,14,917.6405148,917.6405148
223295,2,2,441.8198323,178.9105871
223296,4,94,2097.20559,2097.20559
223299,1,12,716.3587929,716.3587929
223300,1,8,255.4190125,0
223312,1,3,263.6063872,263.6063872
223318,4,15,1534.061185,1534.061185
223322,1,17,580.6128775,0
223323,3,37,751.2305022,751.2305022
223346,4,32,2807.831385,2807.831385
223349,3,168,3237.763481,1488.344879
223360,1,31,277.0933392,277.0933392
223362,1,5,396.6264019,0
223364,1,23,884.1106671,884.1106671
223377,1,17,221.1801083,221.1801083
223399,2,11,861.6173647,861.6173647
223403,1,5,483.5962106,0
223405,3,60,1085.604925,1085.604925
223416,1,18,538.4856387,538.4856387
223417,1,10,281.25349,281.25349
223426,1,11,159.7168644,0
223434,1,85,1255.047444,1255.047444
223440,2,51,4881.740898,4589.011419
223443,3,63,2619.557969,869.2752755
223447,1,4,169.0203176,0
223448,1,14,247.1297464,247.1297464
223452,1,7,452.853192,452.853192
223467,1,1,266.7487687,266.7487687
223472,1,1,281.656249,0
223473,4,50,811.6718392,811.6718392
223475,4,107,1442.104321,1442.104321
223479,4,26,1043.203856,1043.203856
223480,1,30,407.750452,0
223504,1,4,807.0080361,0
223520,1,6,195.3970047,0
223535,2,7,595.5269449,595.5269449
223537,1,9,2203.667076,0
223547,2,17,671.8392773,671.8392773
223554,1,2,201.0191527,0
223555,1,1,539.1890818,539.1890818
223558,2,27,1552.9164,1552.9164
223560,1,6,371.5470594,371.5470594
223562,4,26,7305.096044,6924.301459
223569,1,25,393.1629053,393.1629053
223572,1,2,299.6376803,0
223576,3,39,1131.012551,1131.012551
223578,1,10,305.5546839,305.5546839
223583,3,15,13339.43559,0
223585,1,2,163.4895226,0
223590,2,47,2538.864739,2538.864739
223600,1,12,340.4822194,340.4822194
223602,2,5,465.334423,465.334423
223603,1,5,1870.455452,0
223616,2,4,2951.258377,2768.682406
223629,1,3,438.3656831,0
223633,1,3,186.9649786,0
223635,1,18,362.4698966,362.4698966
223644,4,65,4297.240286,4297.240286
223648,1,6,289.2248986,289.2248986
223650,1,7,368.7094973,0
223660,1,7,268.1534719,0
223662,1,10,503.9556179,503.9556179
223663,1,1,382.7085554,0
223666,1,2,199.2367933,199.2367933
223667,1,2,322.3596056,322.3596056
223681,1,5,242.2432066,0
223692,1,75,2759.44739,2759.44739
223712,1,18,322.245519,0
223714,1,9,563.6465579,563.6465579
223717,1,5,172.1161057,0
223720,1,6,1280.661531,1280.661531
223721,3,43,2125.808104,2125.808104
223726,1,1,1949.761303,1949.761303
223740,1,3,298.9862316,0
223746,2,9,556.6886681,556.6886681
223748,6,320,19195.04022,18479.41365
223750,2,25,451.2098839,451.2098839
223753,1,31,328.0554974,0
223758,1,5,256.4589688,256.4589688
223761,2,30,963.9306054,225.8295632
223764,1,10,540.1754503,540.1754503
223768,3,121,5429.383229,5429.383229
223775,1,2,268.5700391,0
223777,1,9,211.4681216,0
223780,1,5,165.4127819,0
223790,1,3,991.9810958,0
223793,1,7,534.1030536,0
223796,6,87,4884.624661,4884.624661
223801,1,2,218.7039787,0
223813,2,20,1595.130649,1146.612002
223827,1,1,2083.483542,0
223828,3,41,7554.405267,243.0894075
223831,1,7,624.0058114,624.0058114
223835,2,14,841.1726489,841.1726489
223839,1,2,261.420758,261.420758
223847,1,3,338.6367094,0
223849,1,32,345.1036121,0
223854,1,4,149.5993878,149.5993878
223856,1,2,413.7694922,413.7694922
223860,10,213,7878.819197,6438.939032
223868,1,3,183.4344797,0
223878,1,4,156.5873275,0
223885,1,3,186.5711114,0
223887,1,3,170.098027,0
223890,1,29,1103.140435,1103.140435
223898,1,14,463.1359729,463.1359729
223907,1,4,704.3508416,0
223910,1,40,295.3614607,295.3614607
223912,2,12,1668.448195,688.8634674
223921,1,31,591.0723907,0
223924,1,5,549.847921,0
223929,2,38,1779.617314,1779.617314
223930,1,38,242.5426717,0
223937,1,10,786.015551,786.015551
223940,1,11,274.402923,274.402923
223956,1,13,566.2118301,566.2118301
223958,1,1,418.4275004,418.4275004
223961,2,11,740.9061716,740.9061716
223975,2,126,2081.278197,2081.278197
223982,1,5,395.3161434,395.3161434
223983,3,100,1400.687207,978.8191501
223995,1,13,134.0603501,134.0603501
224001,1,13,134.0603501,134.0603501
224014,1,12,1127.603008,1127.603008
224015,2,13,1907.787993,417.215252
224023,2,18,1630.106566,1630.106566
224026,1,5,177.7654491,0
224028,1,19,178.0165658,0
224030,1,4,198.2585287,0
224034,2,4,497.684763,497.684763
224038,1,10,1651.520938,0
224044,2,12,1873.498154,0
224054,9,566,16107.76964,10493.39162
224057,1,3,2768.682406,2768.682406
224059,1,3,638.3554622,638.3554622
224060,1,17,371.5002061,0
224082,1,12,158.0079928,0
224091,1,3,286.6172975,286.6172975
224098,1,8,35832.12412,0
224103,1,1,159.9516079,0
224117,1,2,456.5812741,0
224120,1,1,245.7498607,0
224128,1,2,438.1301085,438.1301085
224132,2,41,921.5706583,0
224140,1,10,158.5250858,158.5250858
224143,7,178,12092.9543,12092.9543
224144,1,30,1182.921702,1182.921702
224148,1,5,256.495631,256.495631
224150,2,13,778.3314258,0
224178,5,178,8086.20818,8086.20818
224179,13,570,34639.84343,34639.84343
224181,1,7,785.8269332,0
224185,1,1,368.8605612,0
224187,1,1,368.8605612,0
224188,1,1,368.8605612,0
224189,1,17,734.6756315,734.6756315
224190,1,1,368.8605612,0
224193,2,41,989.5837682,989.5837682
224196,4,56,1356.892866,1356.892866
224201,1,1,1076.006359,0
224207,1,2,257.7005887,0
224211,3,106,1704.656619,295.8040342
224217,3,41,1033.207501,1033.207501
224219,1,13,134.0603501,134.0603501
224220,1,13,134.0603501,134.0603501
224238,6,45,4688.606845,4688.606845
224245,1,3,387.2584983,0
224249,5,24,3890.225519,3890.225519
224252,1,1,156.6417086,156.6417086
224254,6,171,8933.965302,6995.427751
224261,1,4,618.6225695,618.6225695
224265,1,1,1085.9394,0
224274,1,6,314.0574455,0
224280,2,25,448.9038984,0
224282,4,47,1355.583329,434.0126703
224291,1,2,428.1882879,428.1882879
224301,6,667,21509.78126,21509.78126
224307,4,263,4761.96334,4310.690222
224312,7,233,25392.64409,25168.58662
224332,1,5,480.4188271,480.4188271
224339,1,39,224.647796,224.647796
224354,4,17,1406.114389,875.0534345
224360,2,8,806.9377818,639.9392222
224370,2,57,2261.651411,2261.651411
224384,1,11,698.6023416,698.6023416
224390,1,105,5328.667881,0
224397,1,1,229.717642,229.717642
224402,1,1,81.41625403,81.41625403
224408,1,11,201.4208787,0
224414,1,9,281.8817395,0
224424,7,881,28555.12191,28555.12191
224429,1,1,962.5278577,962.5278577
224431,1,10,169.6470378,0
224434,1,21,286.6798159,0
224438,1,2,418.8796078,0
224439,2,6,1123.052503,1123.052503
224441,1,10,346.2375857,0
224442,1,9,183.3471587,0
224443,1,2,203.1263549,203.1263549
224453,1,22,347.527964,347.527964
224458,1,3,629.8053329,0
224461,9,471,18120.34761,16911.94681
224462,8,254,16890.93928,16890.93928
224466,3,25,1397.240308,0
224469,1,10,369.8793854,0
224471,1,16,536.9691098,536.9691098
224472,1,2,1097.299841,0
224492,8,623,21302.09083,21302.09083
224493,1,2,203.1263549,203.1263549
224508,1,7,675.8941821,0
224512,1,1,250.8809648,250.8809648
224525,1,13,433.1870531,433.1870531
224534,1,3,297.9186345,0
224542,1,27,371.3181568,371.3181568
224560,3,40,921.6978773,921.6978773
224563,2,16,1280.262254,0
224564,2,19,3210.453138,3210.453138
224570,1,5,1037.605429,1037.605429
224574,1,21,184.4443933,184.4443933
224582,1,10,316.9255655,0
224593,2,41,552.6738049,219.9935239
224594,1,8,189.4858842,0
224596,1,29,394.7635093,394.7635093
224598,1,49,2140.502252,2140.502252
224600,1,5,671.7788349,671.7788349
224602,1,5,521.8095784,521.8095784
